Name,Price
Acer Aspire 5 i7 11th Gen 8GB RAM 512gb Ssd 14 Inch,"Rs. 120,000"
"Dell Inspiron 5406 2-In-1 I7 11th Gen / 8GB RAM / 512GB SSD / NVIDIA MX350 / 14"" FHD X360 Touch Display / Active Stylus","Rs. 153,000"
HP ZBook Firefly 14 G9 Core i7-1260P 16GB DDR5 512GB SSD Intel Iris Xe Graphics 14″ FHD UWVA Backlit Keyboard Win11 Pro (Mobile Workstation Business Series),"Rs. 199,990"
"Microsoft Surface Laptop 4 Core i7-1185G7 /8GB RAM/ 512GB SSD / 15"" (2496x1664) Touch /Backlit Keyboard/ Win 11 Pro","Rs. 199,990"
"ASUS ZENBOOK DUO UX482EG i7 11TH GEN/ 16GB RAM/ 1TB SSD/ MX450 / STYLUS/ 14"" FHD Touchscreen + 12.6"" FHD TOUCH","Rs. 236,500"
"Lenovo ThinkPad L14 Gen 3,12 Gen Intel Core™ i7-1255U | 1 TB SSD | 16 GB DDR4| 14"" FHD (1920 x 1080) Touch Screen | Backlit Keyboard | FP Reader | Win 11 Pro","Rs. 164,499"
"Lenovo ThinkPad T14 Gen 4, Intel Core I5-1335U | 16 GB DDR5 | 512 GB SSD | 14"" WUXGA (1920x1200) IPS, Touch Screen | Backlit Keyboard | Win11","Rs. 173,599"
"Delta 15, AMD Advantage™ Edition A5EFK (RX6700M, GDDR6 10GB)","Rs. 225,000"
Laptop Acer Swift3 SF314-510G-71CT i7 11th Gen-16GB-1TB SSD-4GB-OS,"Rs. 140,000"
Lenovo LOQ 15IAX9 Gaming Laptop (Intel Core i5 12450HX Processor | 24GB RAM | 512GB SSD | NVIDIA GeForce RTX 4050 Graphics | 15.6-inch FHD (1920 x 1080) IPS Display,"Rs. 125,000"
"Lenovo ThinkPad L14 Gen 2 i5 1135G7 / 16GB RAM / 512GB SSD / 14"" FHD Display / Backlight Keyboard","Rs. 139,668"
"Lenovo ThinkPad P14s Gen 3 MobileWorkStation,12 Gen Intel Core i7-1260P | 512 GB SSD | 16GB DDR4| 14"" (1920x1200) |Backlit Keyboard | FP Reader | Win 11 Pro","Rs. 167,989"
"Lenovo LOQ Ryzen 5 7235HS | 12GB DDR5 RAM | 512GB SSD | RTX 3050 6GB Graphics | 15.6"" FHD 144Hz Display Laptop","Rs. 101,999"
Laptop Acer Predator Helios 300 74F3 i7 11th Gen-8GB-1TB SSD-RTX3060 6GB-OS,"Rs. 202,000"
Summit E13 Flip Evo A11MT (Iris Xe Graphics),"Rs. 226,000"
"Dell G5 2021 G5511 i5 11th Gen / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" 120Hz FHD Display","Rs. 157,626"
"Creator Z16 A11UET (RTX3060 Max-Q, GDDR6 6GB) 16"" QHD+ (2560*1600)","Rs. 271,000"
Laptop Acer Predator Helios 300 72JU i7 11th Gen-16GB-1TB SSD-RTX3060 6GB-OS,"Rs. 208,000"
"GP76 Leopard 11UE (RTX3060, GDDR6 6GB) 17.3"" QHD (2560*1440)","Rs. 245,000"
Acer Predator Triton 300 SE i7 11th Gen RTX 3060 16gb Ram 512gb SSD 144hz 14inch Display,"Rs. 205,000"
"Summit E16 Flip A11UCT (RTX3050, GDDR6 4GB) 16"" QHD+ (2560*1600)","Rs. 260,000"
"Dell G15 5520 2022 i5 12500H / RTX 3050 / 16GB RAM / 512GB SSD / 15.6"" 120Hz FHD Display","Rs. 179,810"
"Delta 15, AMD Advantage™ Edition A5EFK (RX6700M, GDDR6 10GB)","Rs. 225,000"
"Creator Z16 A11UET (RTX3060 Max-Q, GDDR6 6GB) 16"" QHD+ (2560*1600)","Rs. 271,000"
Great Asia laptop TK-E171 I5 11TH Gen intel Core Tiger lake 8GB Ram 512GB Rom 5000 MAH 15.6INC Screen,"Rs. 105,000"
Acer Nitro v16,"Rs. 146,000"
"GP76 Leopard 11UG (RTX3070, GDDR6 8GB)","Rs. 284,000"
"GP76 Leopard 11UH (RTX3080, GDDR6 8GB)","Rs. 355,000"
"GP66 Leopard 11UH (RTX3080, GDDR6 8GB)","Rs. 343,000"
"GP66 Leopard 11UG (RTX3070, GDDR6 8GB)","Rs. 271,000"
"GP66 Leopard 11UG (RTX3070, GDDR6 8GB)","Rs. 271,000"
Acer Nitro V15 I5 13th |8GB|512GB|NVDIA RTX-3050 |6GB|165Hrz Display,"Rs. 103,000"
Acer Nitro V 15,"Rs. 99,900"
"GP76 Leopard 11UH (RTX3080, GDDR6 8GB)","Rs. 355,000"
"Asus Tuf A15 | AMD Ryzen 7 7435HS | 16GB DDR5 | 512GB SSD | RTX 3050 4GB Graphics | 15.6"" FHD 144Hz | RGB Keyboard","Rs. 117,999"
HP Victus Ryzen 5 7535HS 8GB Ram 512GB SSD RX 6550M 4GB Graphics 144hz 15.6 FHD Display,"Rs. 91,999"
"MSI Cyborg 15 A12UC Gaming Laptop (12th Gen Core i5 | 16GB RAM | 512GB Gen4 SSD | 15.6"" FHD 144Hz | NVIDIA RTX 3050 4GB | Win 11 Home)","Rs. 128,000"
HP Victus 15 2023 (Intel Core i5 12450H Processor | 8GB RAM | 512GB Storage | NVIDIA RTX 3050 Graphics | 15.6″ FHD 144Hz Display | 1 Year Warranty,"Rs. 96,500"
"MSI Thin 15 B12UC Gaming Laptop (12th Gen Core i5 | 8GB RAM | 512GB Gen4 SSD | 15.6"" FHD 144Hz | NVIDIA RTX 3050 4GB | Wi-Fi 6 | 1.86KG)","Rs. 114,900"
"Asus Tuf A15 | AMD Ryzen 7 7435HS | 16GB DDR5 | 512GB SSD | RTX 2050 4GB Graphics | 15.6"" FHD 144Hz | RGB Keyboard","Rs. 109,999"
Acer Nitro 5 intel i5 10 Gen Ram 8Gb Storage 256Ssd/1Tb 1650Ti,"Rs. 112,000"
Acer Nitro V 15 i5,"Rs. 108,000"
Acer Nitro 5,"Rs. 140,000"
MSI Bravo 15 A4DCR Ryzen 5,"Rs. 98,000"
ASUS TUF A15 FA506 (AMD Ryzen 7 7435HS Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 3050 4GB Graphics Card | 15.6-inch FHD (1920 x 1080) IPS 144Hz Display | 2 Years Warranty),"Rs. 135,000"
"Acer Aspire 5 Intel Core i5 13th Gen 8GB Ram 512GB SSD 15.6""FHD","Rs. 79,997"
Asus Tuf Fx506l intel i5 10Gen Storage 512ssd / 1Tb Display 1650 Ti 144Hz,"Rs. 121,000"
HP Victus 15 Gaming i7-12650H 12th Gen|16GB RAM|512GB SSD|15.6″ Full HD 144Hz|NVIDIA RTX 3050Ti 4GB| Windows 11 Home,"Rs. 150,000"
"Lenovo LOQ Gaming Laptop 2024 - (15.6"" FHD 144Hz Display | AMD Ryzen™ 7 8845HS | 16 GB RAM | 512GB SSD | RTX 4050 6GB | 4-Zone RGB Backlit KB | Win 11 | 1 Year Warranty) | NAGMANI INTERNATIONAL","Rs. 168,900"
Lenovo LOQ,"Rs. 130,000"
HP Omen Gaming Core i7 8GB RAM 256GB SSD+1TB HDD,"Rs. 152,000"
